Q12051314	sismólogo	sismóloga
Q17502714	skater	skater
Q15709642	snowboarder	snowboarder
Q2304859	soberano	soberana
Q16003594	socialista	socialista
Q19356916	sociobiólogo	sociobióloga
Q15976717	sociolingüista	sociolingüista
Q2306091	sociólogo	socióloga
Q259327	socorrista	socorrista
Q508743	sofer	sofer
Q836328	soldador	soldadora
Q1371914	solista	solista
Q16860798	somalista	somalista
Q1639239	sombrerero	sombrerera
Q1413824	soplador	sopladora
Q13615267	soplón	soplona
Q1141526	stripper	stripper
Q252628	strongwoman	strongwoman
Q15991263	subastador	subastadora
Q3492027	submarino	submarina
Q27532437	sufragista	sufragista
Q865851	supermodelo	supermodelo
Q6136036	superviviente	superviviente
Q13561328	surfista	surfista
Q2694008	tabacólogo	tabacóloga
Q13382533	taekwondista	taekwondista
Q1760988	talabartero	talabartera
Q6138343	tallista	tallista
Q21820569	tapicero	tapicera
Q32860750	taquígrafo	taquígrafa
Q6138840	taquillero	taquillera
Q10855106	tasador	tasadora
Q1861368	tatuador	tatuadora
Q34778409	taumaturgo	taumaturga
Q2127484	taxidermista	taxidermista
Q2961580	taxista	taxista
Q1473046	teamster	teamster
Q10379007	teatrólogo	teatróloga
Q552378	techador	techadora
Q1075651	teclista	teclista
Q5352191	técnico	técnica
Q16026109	tecnólogo	tecnóloga
Q437512	tejedor	tejedora
Q1261521	telefonista	telefonista
Q1027186	teleoperador	teleoperadora
Q7501153	tendero	tendera
Q10833314	tenista	tenista
Q1234713	teólogo	teóloga
Q18931911	teórico	teórica
Q2419397	terapeuta	terapeuta
Q1483709	terrateniente	terrateniente
Q14886050	terrorista	terrorista
Q388338	tesorero	tesorera
Q20738526	teutólogo	teutóloga
Q2309900	timonel	timonel
Q1229025	tipógrafo	tipógrafa
Q17486376	tirador	tiradora
Q7799756	tiroidólogo	tiroidóloga
Q2629392	titiritero	titiritera
Q51397277	tocaor	tocaora
Q2443377	topógrafo	topógrafa
Q18663426	topólogo	topóloga
Q549322	torero	torera
Q28933489	Tornero	Tornera
Q20725072	torturador	torturadora
Q4459623	toxicólogo	toxicóloga
Q327055	trabajador	trabajadora
Q19491157	tracista	tracista
Q4461829	tractorista	tractorista
Q1424605	trader	trader
Q333634	traductor	traductora
Q22073916	tragediógrafo	tragediógrafa
Q561457	transportista	transportista
Q3997657	trapecista	trapecista
Q46690095	traumátologo	traumatóloga
Q17305524	trefilador	trefiladora
Q15306067	triatleta	triatleta
Q41511527	tributarista	tributarista
Q12377274	trompetista	trompetista
Q19729565	trompista	trompista
Q16334453	turcólogo	turcóloga
Q901222	tutor	tutora
Q18921227	ufólogo	ufóloga
Q19827218	ultramaratonista	ultramaratonista
Q131062	urbanista	urbanista
Q17345122	urólogo	uróloga
Q42314101	usurero	usurera
Q1430377	utilero	utilera
Q13724897	vallista	vallista
Q5179781	vaquero	vaquera
Q3178518	vedette	vedette
Q4009406	velocista	velocista
Q685433	vendedor	vendedora
Q16061885	venereólogo	venereóloga
Q15618890	ventrílocuo	ventrílocua
Q630993	versolari	versolari
Q3125351	vestidora	vestidora
Q202883	veterinario	veterinaria
Q22813352	viajero	viajera
Q3766177	videógrafo	Videógrafa
Q5276395	videojugador	videojugadora
Q2865798	vidriero	vidriera
Q2572947	vigía	vigía
Q4621445	vigilante	vigilante
Q21771805	vinicultor	vinicultora
Q22962951	violador	violadora
Q19760296	violagambista	violagambista
Q1259917	violinista	violinista
Q899758	violista	violista
Q13219637	violonchelista	violonchelista
Q15634281	virólogo	viróloga
Q214970	virtuoso	virtuosa
Q897317	viticultor	viticultora
Q2205972	vitralista	vitralista
Q2643890	vocalista	vocalista
Q1338165	voceador	voceadora
Q15117302	voleibolista	voleibolista
Q7940086	vulcanólogo	vulcanóloga
Q41674	webmaster	webmaster
Q41546637	wikimedista	wikimedista
Q23038345	wikipedista	wikipedista
Q13382487	windsurfista	windsurfista
Q1437754	xilógrafo	xilógrafa
Q15284879	yesero	yesera
Q21512362	yihadista	yihadista
Q17125263	youtuber	youtuber
Q6665249	yudoca	yudoca
Q1324245	zapador	zapadora
Q152355	zapatero	zapatera
Q350979	zoólogo	zoóloga
